soil_moisture,rainfall,rainfall_24h,slope_angle,tilt_rate,factor_of_safety,synthetic_risk_probability,hazard_label,hazard_tier
63.73,38.63,58.42,30.95,0.0709,0.85,0.9731,1,CRITICAL
62.05,22.2,50.11,29.87,0.0523,0.89,0.9803,1,CRITICAL
63.2,52.6,87.28,25.63,-0.0548,1.02,0.9784,1,CRITICAL
26.72,2.16,22.52,30.59,0.0131,1.17,0.2868,0,HIGH
53.0,38.11,60.45,27.13,0.0479,1.06,0.9151,1,CRITICAL
35.52,20.46,48.07,31.2,0.0318,1.07,0.8222,1,CRITICAL
45.07,47.62,63.89,24.52,0.0373,1.25,0.7544,1,CRITICAL
56.23,29.14,57.08,26.72,0.0306,1.05,0.8755,1,CRITICAL
24.92,15.34,39.32,21.07,0.0213,1.71,0.1355,0,LOW
28.01,15.56,27.81,27.75,0.042,1.28,0.5107,1,HIGH
25.23,28.08,40.71,22.32,0.009,1.62,0.1197,0,LOW
46.59,14.08,43.58,20.2,0.0199,1.49,0.4042,0,MODERATE
58.14,43.68,81.48,29.81,0.0577,0.93,0.9789,1,CRITICAL
42.32,22.97,36.53,29.49,0.0326,1.07,0.689,1,HIGH
77.97,54.22,68.06,33.48,0.0606,0.7,0.9932,1,CRITICAL
20.88,0.0,27.06,24.98,0.0356,1.5,0.1905,0,LOW
49.0,43.13,61.63,30.86,0.0317,0.97,0.9278,1,CRITICAL
74.97,44.58,80.7,31.86,0.0935,0.75,0.996,1,CRITICAL
14.55,4.17,15.19,31.11,0.0027,1.27,0.1845,0,MODERATE
22.42,5.35,20.28,22.22,0.0059,1.66,0.1057,0,LOW
24.43,11.35,24.98,29.05,-0.0301,1.26,0.3278,0,MODERATE
38.55,30.66,40.76,30.55,0.0455,1.07,0.9208,1,CRITICAL
22.19,12.25,29.37,28.05,0.0666,1.32,0.5905,1,HIGH
25.96,34.09,29.18,13.39,0.0052,2.67,0.0034,0,LOW
71.63,50.41,73.62,29.12,0.0624,0.84,0.9887,1,CRITICAL
55.54,33.66,52.8,43.49,0.0437,0.69,0.9683,1,CRITICAL
69.23,57.89,99.26,25.48,-0.0609,0.97,0.9933,1,CRITICAL
33.71,30.8,31.5,22.9,0.011,1.47,0.2696,0,MODERATE
67.86,54.82,69.1,30.61,0.0488,0.83,0.9726,1,CRITICAL
25.76,9.26,34.79,30.19,0.0425,1.2,0.385,0,MODERATE
43.53,16.85,39.78,36.35,0.023,0.88,0.8631,1,CRITICAL
34.48,27.67,35.54,19.19,0.0227,1.74,0.1608,0,LOW
68.64,46.41,61.73,33.12,0.0615,0.77,0.9834,1,CRITICAL
52.69,23.99,44.99,32.13,-0.0287,0.91,0.8554,1,CRITICAL
38.42,16.86,40.47,27.0,0.1107,1.2,0.7879,1,CRITICAL
37.29,23.09,37.17,30.37,0.0204,1.09,0.6051,1,HIGH
61.18,45.9,51.89,35.21,0.0726,0.78,0.9804,1,CRITICAL
46.72,28.21,46.34,34.11,0.069,0.9,0.9546,1,CRITICAL
18.73,1.28,23.2,20.0,0.0475,1.9,0.0567,0,LOW
79.08,40.32,65.38,33.74,0.0791,0.69,0.9973,1,CRITICAL
46.63,31.48,39.41,27.55,0.0213,1.1,0.7935,1,CRITICAL
14.81,15.48,27.49,28.51,0.0058,1.38,0.1691,0,MODERATE
47.35,46.35,56.27,28.51,0.038,1.06,0.9054,1,CRITICAL
15.75,41.72,55.1,26.95,0.0145,1.44,0.1475,0,MODERATE
29.01,14.13,24.57,36.34,0.0353,0.98,0.6322,1,CRITICAL
70.19,35.25,58.03,27.41,0.0577,0.9,0.9912,1,CRITICAL
59.3,10.53,48.24,20.16,0.0241,1.34,0.6016,1,HIGH
32.47,34.53,37.37,25.25,-0.0105,1.35,0.3298,0,MODERATE
85.16,46.36,82.75,29.25,0.0728,0.74,0.9975,1,CRITICAL
22.14,11.28,25.46,36.6,0.0194,1.03,0.3378,0,HIGH
35.23,25.8,52.17,32.22,-0.021,1.04,0.6904,1,HIGH
51.97,39.96,58.99,22.05,0.0386,1.31,0.8818,1,CRITICAL
70.39,60.81,120.17,45.4,0.1447,0.59,0.9996,1,CRITICAL
50.54,15.75,42.66,29.85,0.0242,0.99,0.833,1,CRITICAL
34.95,16.79,28.86,36.93,0.026,0.92,0.7681,1,CRITICAL
20.59,6.51,21.29,26.94,0.0179,1.39,0.1608,0,MODERATE
51.75,28.37,41.69,31.73,0.0326,0.93,0.9427,1,CRITICAL
46.9,40.89,77.98,33.88,0.0872,0.91,0.9659,1,CRITICAL
82.05,58.6,71.08,36.53,0.0727,0.63,0.9966,1,CRITICAL
34.91,30.93,39.99,35.4,0.0243,0.96,0.6545,1,CRITICAL
14.5,17.21,17.34,34.11,-0.035,1.16,0.3105,0,HIGH
27.32,9.61,26.09,25.79,0.0135,1.38,0.2383,0,MODERATE
24.92,37.5,22.41,24.0,0.0128,1.51,0.2097,0,LOW
40.16,18.36,37.92,30.33,0.0319,1.06,0.6871,1,HIGH
35.7,18.6,42.89,34.53,0.0341,0.98,0.8207,1,CRITICAL
39.58,58.13,85.1,26.44,-0.03,1.22,0.8081,1,CRITICAL
30.13,23.76,36.35,35.46,0.0221,0.99,0.5178,1,CRITICAL
34.57,15.26,39.07,38.17,0.0233,0.9,0.744,1,CRITICAL
70.48,56.11,56.92,21.59,0.0437,1.13,0.928,1,CRITICAL
69.23,59.49,82.88,22.14,0.0545,1.11,0.9837,1,CRITICAL
54.11,26.43,43.98,27.02,0.0372,1.05,0.9004,1,CRITICAL
45.62,67.21,72.0,30.15,-0.0489,1.02,0.9252,1,CRITICAL
42.45,35.45,45.57,24.33,0.0201,1.29,0.2448,0,MODERATE
25.08,13.58,22.83,37.47,0.0114,0.98,0.362,0,CRITICAL
26.11,40.76,29.91,30.97,0.015,1.17,0.4833,0,HIGH
33.44,70.3,106.18,28.28,0.0376,1.2,0.8811,1,CRITICAL
83.66,49.59,72.39,17.95,0.0535,1.18,0.969,1,CRITICAL
25.52,11.21,25.12,18.79,0.0179,1.91,0.0489,0,LOW
51.89,26.53,43.4,29.97,0.0262,0.97,0.8778,1,CRITICAL
60.65,33.19,62.16,13.07,0.0488,2.02,0.3804,0,MODERATE
88.03,57.49,71.83,35.09,0.0832,0.61,0.9981,1,CRITICAL
83.01,36.82,88.2,26.89,0.0677,0.81,0.997,1,CRITICAL
72.92,71.3,96.08,50.7,0.122,0.55,0.9994,1,CRITICAL
39.85,34.53,72.17,44.16,0.054,0.77,0.9445,1,CRITICAL
46.46,22.75,38.88,26.73,0.0223,1.14,0.6403,1,HIGH
21.24,14.6,29.25,27.26,0.0342,1.37,0.2323,0,MODERATE
21.87,6.21,19.02,34.97,0.0151,1.07,0.4138,0,HIGH
40.11,33.79,44.82,39.92,0.061,0.83,0.9374,1,CRITICAL
62.34,45.06,75.18,16.53,0.0274,1.58,0.7714,1,CRITICAL
62.14,30.1,61.29,15.5,0.0362,1.68,0.6931,1,HIGH
70.7,53.98,87.4,23.65,0.0813,1.03,0.9894,1,CRITICAL
68.57,40.51,79.12,32.08,0.0632,0.79,0.9916,1,CRITICAL
38.1,15.82,35.33,31.48,0.0163,1.04,0.7981,1,CRITICAL
44.97,15.56,50.89,35.49,0.0362,0.88,0.9096,1,CRITICAL
46.39,17.83,37.22,19.6,0.0601,1.54,0.6054,1,HIGH
25.2,21.57,27.72,12.0,-0.0178,3.0,0.0013,0,LOW
25.36,14.99,24.36,34.01,-0.0225,1.07,0.4902,0,HIGH
59.15,71.44,88.82,22.2,0.0556,1.22,0.9397,1,CRITICAL
26.7,43.62,29.16,13.87,0.0042,2.56,0.0074,0,LOW
25.91,17.35,36.65,29.02,0.018,1.24,0.3947,0,MODERATE
59.13,31.9,67.05,33.55,0.0456,0.83,0.9696,1,CRITICAL
21.57,35.01,39.51,27.15,0.0134,1.37,0.2088,0,MODERATE
38.35,33.74,50.65,24.8,-0.0419,1.31,0.6785,1,HIGH
68.53,47.32,59.94,26.88,0.0528,0.93,0.9699,1,CRITICAL
54.81,40.72,61.23,25.41,0.1097,1.11,0.9718,1,CRITICAL
18.84,14.27,27.02,18.56,0.006,2.04,0.021,0,LOW
40.43,25.71,45.99,23.0,0.0218,1.38,0.4648,0,MODERATE
15.06,11.57,12.06,31.65,0.0268,1.24,0.157,0,MODERATE
70.05,34.2,60.52,30.25,0.0464,0.82,0.9745,1,CRITICAL
42.29,56.52,73.87,29.18,-0.0329,1.08,0.8254,1,CRITICAL
64.17,20.86,56.47,21.03,0.0338,1.23,0.8397,1,CRITICAL
34.75,34.01,36.44,26.73,0.0185,1.25,0.5326,1,HIGH
87.19,24.98,72.85,12.76,0.0859,1.59,0.977,1,CRITICAL
59.61,31.41,49.93,29.25,0.0382,0.93,0.9326,1,CRITICAL
41.46,18.7,36.68,38.0,0.0489,0.86,0.8848,1,CRITICAL
57.71,19.8,58.27,17.68,0.0527,1.54,0.6881,1,HIGH
69.16,35.22,93.03,23.9,0.0538,1.03,0.9862,1,CRITICAL
9.32,0.0,13.38,30.3,0.0201,1.35,0.1445,0,MODERATE
14.42,10.9,17.4,36.77,0.008,1.08,0.2898,0,HIGH
57.11,28.86,58.14,24.86,0.029,1.11,0.8366,1,CRITICAL
32.1,8.97,32.3,23.15,0.0392,1.47,0.2743,0,MODERATE
25.55,47.5,56.63,14.22,0.012,2.52,0.0103,0,LOW
41.14,11.7,40.03,28.72,0.0221,1.11,0.7226,1,HIGH
42.05,33.04,43.76,42.29,0.0318,0.78,0.9096,1,CRITICAL
50.12,22.03,51.53,29.94,0.0291,0.99,0.9067,1,CRITICAL
27.65,15.76,44.97,27.84,0.0201,1.28,0.3332,0,MODERATE
23.54,12.73,31.28,30.25,-0.0158,1.22,0.3856,0,MODERATE
86.13,50.0,73.0,27.92,0.0664,0.76,0.9963,1,CRITICAL
56.79,14.73,47.41,22.31,0.0572,1.24,0.8243,1,CRITICAL
73.66,63.23,100.58,33.76,-0.0896,0.72,0.997,1,CRITICAL
70.22,38.65,80.43,29.58,0.0562,0.84,0.9912,1,CRITICAL
39.15,11.2,31.67,28.12,0.0146,1.15,0.4906,0,HIGH
39.93,38.68,57.8,21.17,0.0355,1.51,0.7013,1,HIGH
35.38,46.75,41.7,37.12,0.0317,0.92,0.8426,1,CRITICAL
45.03,19.09,47.0,32.65,0.0685,0.95,0.9266,1,CRITICAL
46.93,29.84,37.73,24.13,0.032,1.25,0.6663,1,HIGH
76.02,47.02,83.59,35.01,0.0774,0.69,0.9975,1,CRITICAL
31.08,12.16,28.17,24.52,0.0091,1.41,0.2282,0,MODERATE
14.02,29.16,30.75,22.53,0.0143,1.75,0.0464,0,LOW
19.29,0.97,15.67,22.68,-0.0187,1.67,0.1118,0,LOW
21.53,13.11,41.09,15.6,0.0073,2.38,0.0077,0,LOW
20.14,14.48,16.46,31.3,0.0173,1.21,0.2901,0,MODERATE
63.8,48.99,55.07,15.18,0.0478,1.69,0.5828,1,HIGH
62.63,40.37,54.79,19.4,0.0417,1.34,0.8521,1,CRITICAL
39.78,6.57,34.4,13.47,0.0225,2.36,0.0307,0,LOW
84.13,40.13,77.14,27.4,-0.0826,0.79,0.9981,1,CRITICAL
25.34,24.96,25.28,26.95,-0.0074,1.34,0.1826,0,MODERATE
90.49,100.0,147.45,25.71,0.1178,0.78,0.9994,1,CRITICAL
37.95,28.31,43.37,20.7,-0.0119,1.57,0.2529,0,MODERATE
76.51,38.46,73.75,19.79,-0.0396,1.16,0.9534,1,CRITICAL
43.06,39.38,38.19,31.25,0.0538,1.01,0.8617,1,CRITICAL
35.94,21.23,36.63,24.15,0.0144,1.37,0.43,0,MODERATE
83.41,35.17,68.72,30.21,0.074,0.73,0.9983,1,CRITICAL
27.97,18.61,43.94,21.8,0.0266,1.62,0.1816,0,LOW
47.61,14.52,44.12,29.27,0.036,1.03,0.7304,1,HIGH
70.48,74.71,77.3,37.12,0.0795,0.69,0.995,1,CRITICAL
25.97,30.86,27.75,32.1,0.0177,1.13,0.4853,0,HIGH
46.94,56.36,104.87,25.11,0.0494,1.2,0.8983,1,CRITICAL
23.72,30.4,21.79,29.8,0.0425,1.23,0.443,0,MODERATE
61.46,34.85,49.19,26.32,0.0267,1.01,0.92,1,CRITICAL
68.02,45.52,67.97,28.06,0.0441,0.9,0.9786,1,CRITICAL
34.93,37.1,73.79,25.72,0.0323,1.3,0.7354,1,HIGH
42.62,24.69,49.72,26.85,0.025,1.17,0.7188,1,HIGH
66.51,32.31,54.55,29.48,0.0435,0.87,0.9759,1,CRITICAL
36.99,5.1,41.26,21.05,0.1028,1.55,0.4896,0,MODERATE
27.89,30.14,58.35,20.89,0.0337,1.69,0.1769,0,LOW
60.98,29.38,48.88,18.28,0.0496,1.45,0.7521,1,CRITICAL
50.18,38.82,42.88,16.8,-0.0189,1.73,0.2247,0,LOW
38.77,27.61,56.29,19.48,0.0183,1.65,0.2936,0,MODERATE
62.87,58.49,83.95,29.12,0.0731,0.91,0.9845,1,CRITICAL
54.39,16.56,61.94,21.75,0.0491,1.3,0.8227,1,CRITICAL
53.77,80.45,114.64,31.6,0.0769,0.91,0.9919,1,CRITICAL
64.59,22.85,53.09,28.24,0.0662,0.92,0.9745,1,CRITICAL
44.3,29.67,47.28,14.22,0.0612,2.15,0.1018,0,LOW
50.67,38.78,57.86,32.58,0.0414,0.91,0.9219,1,CRITICAL
47.79,35.96,56.43,33.68,0.034,0.91,0.9345,1,CRITICAL
43.85,34.18,58.74,21.04,0.029,1.47,0.57,1,HIGH
42.96,30.67,71.82,30.94,0.1002,1.02,0.9748,1,CRITICAL
64.42,26.07,58.27,22.0,0.0327,1.17,0.927,1,CRITICAL
46.49,32.67,37.85,28.68,0.0312,1.06,0.7819,1,CRITICAL
25.96,10.54,27.52,19.15,0.0223,1.87,0.1004,0,LOW
19.88,18.53,32.6,15.45,-0.0069,2.43,0.0102,0,LOW
25.91,0.0,24.33,25.32,0.0186,1.42,0.1334,0,MODERATE
22.38,34.27,42.81,27.13,0.0143,1.36,0.2863,0,MODERATE
80.62,27.74,68.22,25.22,0.0751,0.88,0.9912,1,CRITICAL
58.95,37.55,47.31,19.71,0.0371,1.37,0.7463,1,HIGH
43.31,16.54,45.29,25.2,0.0427,1.24,0.6671,1,HIGH
80.55,60.48,83.88,29.89,-0.0707,0.75,0.9948,1,CRITICAL
63.57,34.49,57.31,27.69,0.0341,0.95,0.9644,1,CRITICAL
25.05,18.87,40.77,29.28,0.0385,1.24,0.3992,0,MODERATE
22.7,32.09,26.81,23.31,0.0121,1.58,0.1206,0,LOW
41.46,20.91,35.99,36.2,0.021,0.89,0.7494,1,CRITICAL
40.83,16.83,34.08,19.77,0.0106,1.6,0.3277,0,MODERATE
52.38,45.39,60.5,31.41,0.0441,0.93,0.9423,1,CRITICAL
66.32,21.42,60.37,36.27,-0.0508,0.73,0.9889,1,CRITICAL
46.96,19.22,74.16,31.37,0.049,0.97,0.9431,1,CRITICAL
92.18,62.82,85.4,26.58,-0.0892,0.75,0.9983,1,CRITICAL
61.94,25.23,55.98,24.3,0.0396,1.09,0.9251,1,CRITICAL
56.98,39.86,52.02,35.25,0.0699,0.81,0.9857,1,CRITICAL
45.89,23.76,38.83,18.04,0.0133,1.68,0.1988,0,LOW
72.51,31.27,71.52,21.21,0.0469,1.12,0.9158,1,CRITICAL
52.97,39.35,55.46,25.22,-0.0274,1.14,0.8041,1,CRITICAL
33.51,26.47,50.95,36.66,0.0522,0.94,0.8082,1,CRITICAL
49.16,14.84,42.69,30.66,0.0618,0.98,0.9415,1,CRITICAL
58.08,20.46,51.62,21.22,-0.0289,1.28,0.7893,1,CRITICAL
37.89,1.78,31.84,25.83,0.0159,1.26,0.5583,1,HIGH
34.77,23.87,33.07,23.7,0.014,1.41,0.3276,0,MODERATE
49.15,19.27,47.7,23.03,0.0475,1.28,0.7747,1,CRITICAL
52.28,54.67,91.7,34.85,0.0729,0.85,0.9853,1,CRITICAL
58.14,35.62,62.39,18.4,0.0541,1.48,0.8637,1,CRITICAL
68.89,37.4,78.02,39.26,0.0722,0.66,0.9953,1,CRITICAL
48.21,11.45,44.47,33.8,0.0338,0.9,0.9314,1,CRITICAL
43.35,47.55,37.02,35.64,0.036,0.89,0.9089,1,CRITICAL
57.57,29.82,50.5,24.76,0.0581,1.11,0.9158,1,CRITICAL
34.17,37.3,31.78,26.95,0.017,1.25,0.4514,0,MODERATE
24.31,31.19,32.57,17.97,0.0104,2.02,0.0282,0,LOW
39.6,19.56,37.95,24.33,0.0488,1.32,0.7215,1,HIGH
41.78,39.39,62.64,31.46,0.0282,1.01,0.8112,1,CRITICAL
45.0,63.34,103.04,37.07,0.0671,0.85,0.9753,1,CRITICAL
42.08,42.42,39.97,20.25,0.0206,1.55,0.3221,0,MODERATE
53.23,44.84,60.9,25.44,-0.0299,1.13,0.8142,1,CRITICAL
50.37,25.75,56.37,26.94,0.033,1.09,0.8395,1,CRITICAL
38.91,24.14,34.37,18.23,0.0274,1.76,0.2473,0,LOW
23.69,41.92,56.47,32.14,0.0212,1.15,0.6162,1,HIGH
18.43,0.0,18.08,22.93,-0.0081,1.66,0.0536,0,LOW
23.06,28.03,38.48,26.63,0.0307,1.38,0.3829,0,MODERATE
37.09,35.1,36.08,24.84,0.0783,1.32,0.8321,1,CRITICAL
30.95,10.4,31.62,22.47,0.03,1.53,0.2769,0,MODERATE
43.53,19.17,43.94,27.95,0.0459,1.12,0.8742,1,CRITICAL
25.11,41.65,50.07,26.49,-0.0532,1.37,0.5689,1,HIGH
35.77,14.99,30.88,25.4,0.0336,1.31,0.466,0,MODERATE
22.4,1.44,18.76,22.9,0.0622,1.61,0.207,0,LOW
25.37,25.63,28.01,30.24,0.0278,1.2,0.4781,0,MODERATE
57.65,33.95,46.97,39.58,0.052,0.73,0.9659,1,CRITICAL
62.81,41.56,67.7,28.98,0.0588,0.91,0.9428,1,CRITICAL
27.88,37.49,43.73,34.97,0.0488,1.03,0.6913,1,HIGH
35.73,46.47,57.52,18.27,0.0297,1.81,0.1083,0,LOW
48.0,34.47,58.83,29.1,0.0489,1.04,0.8798,1,CRITICAL
77.64,79.34,99.33,20.32,0.0559,1.11,0.9741,1,CRITICAL
42.54,48.67,54.72,17.66,0.0503,1.76,0.4361,0,MODERATE
26.59,17.67,62.52,22.82,0.0215,1.56,0.2054,0,LOW
70.28,25.36,59.44,36.34,0.0532,0.7,0.9912,1,CRITICAL
21.23,0.0,27.38,34.65,0.0308,1.09,0.5589,1,HIGH
43.28,63.47,111.19,29.7,0.0543,1.06,0.9642,1,CRITICAL
77.78,35.52,79.39,17.27,0.0386,1.3,0.9034,1,CRITICAL
23.32,22.03,50.29,26.63,0.0149,1.38,0.399,0,MODERATE
42.89,31.77,34.77,30.11,0.0155,1.05,0.7503,1,CRITICAL
41.93,21.06,64.35,29.23,0.0277,1.08,0.8647,1,CRITICAL
88.71,54.65,88.92,15.09,0.0532,1.33,0.9873,1,CRITICAL
59.71,31.58,50.58,21.77,0.0521,1.23,0.9084,1,CRITICAL
66.73,31.44,53.77,27.55,0.0419,0.92,0.9471,1,CRITICAL
60.14,32.89,52.63,31.75,0.0483,0.86,0.9716,1,CRITICAL
67.58,32.38,91.18,12.63,0.0508,1.96,0.5073,1,HIGH
42.51,22.24,50.55,26.87,-0.0259,1.17,0.7254,1,HIGH
62.08,67.9,87.45,29.0,0.0684,0.92,0.9822,1,CRITICAL
27.21,6.41,30.63,33.95,0.0159,1.06,0.5364,1,HIGH
16.88,49.6,54.88,32.85,0.0256,1.18,0.3436,0,HIGH
88.43,33.97,80.07,32.08,0.0794,0.66,0.9971,1,CRITICAL
78.38,24.41,66.13,22.4,0.0958,1.01,0.9893,1,CRITICAL
76.67,28.76,63.8,14.64,0.0251,1.55,0.7953,1,CRITICAL
58.53,85.15,123.1,25.25,0.0712,1.08,0.9826,1,CRITICAL
89.28,41.05,77.51,35.01,0.0858,0.61,0.9992,1,CRITICAL
51.34,29.67,43.69,37.75,0.042,0.8,0.952,1,CRITICAL
88.0,43.05,70.52,32.97,-0.0766,0.64,0.9982,1,CRITICAL
64.57,33.48,56.7,31.01,0.0433,0.85,0.9675,1,CRITICAL
70.13,66.2,89.09,30.66,0.0682,0.81,0.9887,1,CRITICAL
49.94,38.56,51.41,24.11,-0.0237,1.22,0.7556,1,CRITICAL
69.68,31.02,70.76,27.09,0.0674,0.91,0.9923,1,CRITICAL
27.44,33.42,60.29,39.68,0.0257,0.92,0.8097,1,CRITICAL
69.12,57.08,66.08,21.4,0.0549,1.15,0.9692,1,CRITICAL
63.69,50.16,78.28,39.3,0.0753,0.69,0.9957,1,CRITICAL
77.4,25.59,67.79,25.75,0.0461,0.89,0.9881,1,CRITICAL
69.7,53.08,112.41,37.28,0.1001,0.69,0.9984,1,CRITICAL
53.41,35.28,43.96,18.15,0.0477,1.56,0.508,1,HIGH
64.48,49.59,70.94,32.1,0.0628,0.82,0.9847,1,CRITICAL
48.15,23.62,54.73,22.84,0.0231,1.31,0.6595,1,HIGH
38.16,27.71,33.72,18.09,0.026,1.79,0.1723,0,LOW
45.31,42.17,43.63,29.53,0.0455,1.04,0.7846,1,CRITICAL
30.84,32.76,30.3,35.07,0.0169,1.0,0.5841,1,HIGH
50.57,41.21,41.94,22.09,0.0278,1.32,0.6996,1,HIGH
63.42,43.91,63.92,17.51,0.0289,1.48,0.7123,1,HIGH
21.79,54.25,93.37,27.36,0.0198,1.36,0.4434,0,MODERATE
64.19,34.17,63.65,27.39,0.045,0.95,0.9544,1,CRITICAL
35.63,24.02,40.32,31.84,0.0361,1.05,0.7303,1,HIGH
62.33,21.53,50.48,34.65,0.0455,0.78,0.9405,1,CRITICAL
50.81,22.15,42.9,27.58,0.0278,1.06,0.7993,1,CRITICAL
56.32,46.27,55.86,40.99,0.0498,0.71,0.9833,1,CRITICAL
16.11,29.55,76.06,29.57,-0.0213,1.32,0.4482,0,MODERATE
42.1,23.63,65.06,25.58,0.0291,1.23,0.7757,1,CRITICAL
53.81,37.88,49.28,16.72,0.029,1.69,0.2835,0,MODERATE
63.57,34.06,62.6,26.16,0.0357,1.0,0.9421,1,CRITICAL
51.39,12.65,53.18,25.65,0.0481,1.13,0.8733,1,CRITICAL
61.22,39.18,66.32,34.72,-0.0498,0.79,0.9828,1,CRITICAL
15.0,15.64,29.46,31.24,0.0197,1.26,0.3375,0,MODERATE
42.03,29.9,57.02,19.74,-0.0247,1.59,0.4844,0,MODERATE
80.08,45.53,64.45,29.21,-0.0725,0.77,0.993,1,CRITICAL
53.21,38.1,85.72,32.7,0.076,0.89,0.978,1,CRITICAL
36.8,18.45,30.53,38.7,0.0179,0.87,0.854,1,CRITICAL
51.72,28.54,51.08,34.21,0.0471,0.86,0.9398,1,CRITICAL
42.83,43.62,72.07,33.33,0.0374,0.95,0.8813,1,CRITICAL
60.33,17.66,58.3,28.42,0.0353,0.95,0.9429,1,CRITICAL
67.07,27.56,54.64,30.72,0.0775,0.83,0.9913,1,CRITICAL
54.34,28.62,47.37,36.75,0.0342,0.79,0.9325,1,CRITICAL
54.77,39.48,56.78,18.67,-0.0232,1.5,0.5772,1,HIGH
37.48,37.28,31.37,25.55,-0.0121,1.28,0.3728,0,MODERATE
39.31,31.89,39.72,22.59,0.0213,1.42,0.5065,1,HIGH
57.14,35.63,51.7,30.65,0.068,0.91,0.9684,1,CRITICAL
25.96,40.37,46.09,36.61,0.0192,1.0,0.7246,1,HIGH
44.56,19.4,37.39,23.82,0.0249,1.29,0.7212,1,HIGH
66.21,57.66,70.19,12.0,0.0265,2.09,0.2127,0,LOW
84.49,56.45,75.42,25.11,0.0595,0.85,0.9918,1,CRITICAL
70.92,37.56,70.03,34.39,0.0697,0.73,0.9918,1,CRITICAL
71.43,55.6,60.59,31.76,-0.0581,0.78,0.9883,1,CRITICAL
17.57,21.37,28.17,31.0,0.0118,1.24,0.2968,0,MODERATE
64.76,63.1,68.62,26.04,0.0671,0.99,0.9711,1,CRITICAL
59.15,32.08,48.41,19.05,0.019,1.41,0.6224,1,HIGH
36.23,27.42,55.07,31.61,-0.0224,1.06,0.8106,1,CRITICAL
48.68,33.47,68.57,22.16,0.095,1.34,0.9179,1,CRITICAL
56.4,24.11,46.11,43.29,0.0582,0.68,0.9807,1,CRITICAL
34.44,19.14,41.42,31.99,-0.0397,1.06,0.5828,1,HIGH
75.15,56.9,73.64,23.94,0.058,0.98,0.9895,1,CRITICAL
62.42,29.79,50.13,23.72,-0.0329,1.11,0.9071,1,CRITICAL
46.68,10.04,43.63,27.35,0.0334,1.11,0.792,1,CRITICAL
70.33,67.13,108.34,26.32,-0.0683,0.93,0.9903,1,CRITICAL
43.29,29.33,46.8,35.82,0.0455,0.89,0.8869,1,CRITICAL
52.74,44.99,82.79,29.3,0.0543,0.99,0.9466,1,CRITICAL
24.76,24.7,36.7,22.88,0.054,1.58,0.1537,0,LOW
69.43,33.14,55.97,41.23,0.0686,0.64,0.9903,1,CRITICAL
14.01,13.79,12.42,28.35,0.0041,1.39,0.0621,0,MODERATE
67.29,49.58,73.04,33.38,0.0644,0.77,0.9899,1,CRITICAL
36.27,28.34,41.15,23.74,0.0127,1.39,0.2959,0,MODERATE
44.84,9.76,37.91,30.54,0.0378,1.02,0.8643,1,CRITICAL
13.42,36.2,25.01,30.18,0.0138,1.32,0.1079,0,MODERATE
25.57,11.67,45.39,14.77,0.0126,2.43,0.0165,0,LOW
64.05,42.04,72.21,42.11,0.1168,0.66,0.9976,1,CRITICAL
34.16,8.0,31.57,37.03,0.0557,0.93,0.7773,1,CRITICAL
51.71,31.47,45.85,25.22,0.0657,1.15,0.8863,1,CRITICAL
33.25,48.27,78.15,20.28,0.0213,1.66,0.269,0,MODERATE
66.94,50.1,86.31,30.43,0.0782,0.84,0.9935,1,CRITICAL
74.64,54.45,65.46,28.61,0.0902,0.83,0.9965,1,CRITICAL
75.29,62.86,86.3,30.49,0.0787,0.78,0.9971,1,CRITICAL
31.0,13.2,27.44,29.34,-0.0119,1.18,0.3829,0,HIGH
66.84,42.1,56.76,31.54,0.0654,0.82,0.9847,1,CRITICAL
81.57,56.6,68.25,38.13,-0.1026,0.61,0.999,1,CRITICAL
27.8,25.18,23.62,31.98,-0.0252,1.12,0.5433,1,HIGH
37.28,33.89,58.76,20.65,0.0203,1.58,0.4336,0,MODERATE
45.63,13.78,49.47,37.54,0.0314,0.84,0.9305,1,CRITICAL
48.4,29.18,43.22,39.48,0.0422,0.78,0.9426,1,CRITICAL
30.63,38.38,52.82,50.06,0.0369,0.75,0.8947,1,CRITICAL
44.8,28.41,60.18,20.14,0.0347,1.52,0.4457,0,MODERATE
42.42,21.54,35.53,29.7,0.0167,1.06,0.6602,1,HIGH
27.5,21.67,37.5,13.43,0.0068,2.63,0.0034,0,LOW
64.01,56.12,70.4,31.87,0.0546,0.83,0.9802,1,CRITICAL
27.6,43.11,40.95,24.16,0.0136,1.47,0.2521,0,MODERATE
41.22,43.1,52.24,41.46,0.0442,0.8,0.9273,1,CRITICAL
41.02,20.51,35.61,22.58,0.0179,1.4,0.4445,0,MODERATE
51.12,39.42,46.57,16.18,0.0301,1.78,0.3725,0,MODERATE
31.96,38.56,53.45,24.7,0.036,1.38,0.4677,0,MODERATE
45.08,41.47,70.36,14.17,0.0181,2.15,0.1385,0,LOW
55.01,50.28,48.92,33.26,0.0677,0.86,0.9768,1,CRITICAL
52.28,17.93,42.18,13.54,0.0332,2.11,0.1492,0,LOW
25.73,36.07,50.05,28.2,0.0269,1.28,0.4185,0,MODERATE
24.72,24.52,26.88,13.46,0.0389,2.68,0.0069,0,LOW
44.32,21.99,41.45,25.76,-0.0204,1.2,0.7053,1,HIGH
70.12,43.08,62.49,39.5,0.0659,0.65,0.9945,1,CRITICAL
